image_path,label,split,source,ood_type,ood_subtype,source_dataset,source_split,source_image_hash,parent_image_hash,synthetic_transform,semantic_class,is_synthetic_surrogate,patient_id,scanner,license_status,notes
images/dissertation_v1/id/train/id_train_000000.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,cbba7df52444e99301e27d04e16cc1d0756e4905b84c24362fd2427e3a29fafc,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000011.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,56c24ab62c80496d0cb09ecb97de4877dfa256afba364c97f2630ce3b52de1c1,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000012.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,6d2e4b455f348a20a56894077247a643a3e845f8a98dbd4000678e6915ed2e98,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000013.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,0735ac5bd2ec216c4c8567d139a930f554c6327df9dfbf29d87bdac408872470,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000014.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,1dfd30e974bafe235e7218773fc4c9555edc286a901eb16d3c8c6cb8015e5cb5,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000015.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,bd3e9330bd200f4db3e7963148d837125bb50c5d0a591b710febd3bc665cce61,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000016.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,a5421214d08d8d5fac9c570fc0f25bdbdecc7fccbf13749687fdef621cdb3610,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000017.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,3e185fdb277ea7667fbc89e4f3f7feb97e5a9c74791380e72ff893eef903a444,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000018.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,3899a3aff5633094a4229ab7e5b6b4571e5d34fe3b00fd714f9bfc97f806e2e4,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000019.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,6bce0016acc38e9f5318fc057141ba50e3929fb443b97e464ac93846eb168d95,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000020.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,88299ba3b9c82095c637200902435ea9e6620b87d316f2261e238bc5d4e730b0,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000021.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,754537f06d0d96567e502100a4eb0b0b7a543d652a8033aecabc89311f019b30,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000022.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,f3be1e16cb6c13b84eed367bb4744c1a7627d3f0014ecc3732bb75ff47e9ad55,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000023.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,32f44ee64685d0fce2b27f5f1234e1f792929013c7ce4dc8770a9b39b02d749c,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000024.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,8874c97eca756ac4e4146cd7cbcbb03d3869c9f02b5a412c01328fbb2f4897c6,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000025.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,8a713dd6ab860898a26f8b751f5775f8f9fcbb54377b17b79058ae8868274aae,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000026.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,cb663f429ef99ace379f69959380957005c9b2100148836d4f3bfa1912cf0957,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000027.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,f22ed08e4c811f5fac1ec32e1c5474b7ac9b4ebdc0d20627a8467b8af79d3945,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000028.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,0e8106d725e4abebd94acce43f7a9fc4e9e7532bf8a28cc813dd872adc3869a3,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000029.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,689687e66fe088d19808fc9a7540f5e2a132b497721c4c90316fd3b14d3682b5,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000030.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,4e109d0b4c6cd4488402fc0305f081e4c8f035192d9feb049814258841b7f272,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000031.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,0a91768e167fc9f840c516dd71b69aeb713daa786c678a166e35523be263c248,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000032.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,ed7137b55fbd5259874b572d1a44b330a79a19267b7f3f5e03976551058a618d,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000033.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,3ddc95fe6305bcaf80300e0d80edb26f671313c815641055417ff3b4d93b6cd6,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000034.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,7046185d227e3e9c1198eb026604cf8497a04e332057ccb7a727c9fce70acda3,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000035.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,90425a6ac2bada262dbb2e062691fad10b4f8a1d09c08b709209ccca022a75f1,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000036.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,725264f11dd1a0e4d233c2c109cb1f1121c738b47ecabbb16d1e164df64de92c,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000037.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,7376c33c4b7dac68971468e50f1904d598c66e522b386efde380907129bec14a,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000038.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,cca42b3b1cc6b0f8acdc4caadfe039d6bfb6d771b145fed6ab998dd55171ed6e,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000039.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,09a8474fe0b9b86046b46f2b71422e7275097a2450bb52b901fd94a6518c0929,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000040.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,a52bf22fa12eae69bb779464b4e030458a05ac6ed79637ea8c83952aac9827a4,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000041.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,cfa99046b053a282f208439cc369ba6a3921692e1a4c29732af06b28156a6209,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000042.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,a562472b7d05a066732f07fb03baa5a789269500a56714f456f72a0f1ac92bbe,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000043.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,a389dabce1e31355852881e576e87eaf6b49f35e2b5e9fe571b18376fd8e2104,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000044.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,3faf92cff9bec04cdd0f9bd1614ae6274afa06a0d0844984e9f0dea1c7a677a5,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000045.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,7552b59124d04f37b5517f73f09fae4c9c88f0c6b826551d2d07deac2e3dd3e6,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000046.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,ebfb69665154c41b46b08791e5b15b714e96aeaec74f5e4d5a7223e5f07f246a,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000047.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,0ca6b26a8f04c65fd9a4d76382f48eee3b56afb7a1dcd702903a4ac90abc8f5b,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000048.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,baf4a97acb6edc53c5d52ee353541b23e811882932f118bf0def13dbd9fcaab6,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000049.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,4f9b19b32d13dad68583da803230312b23c3b971ff0b1a9d3999effe2afb5e16,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000050.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,7cfa0cbe5d6f50e8d8be787fa186a291508c45dceaf45f439d534873320383e2,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000051.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,5c7b12aad568d393ff80f8d17826062580d30257107f6c0defe4807f98339618,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000052.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,595ce9ce7e93b3e84f15ae40e721feecf6a5ee7ea6c93e244fc41436185391b7,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000053.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,f2e59b07a52469e35f4ece35d92dc4c6e795707c9a397fa27c07a39ff0915a4f,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000054.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,460217e22169d53b87d22d9e66519ab2e0a958b85babc6e958653f9b48603abd,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000055.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,053e4395361afbdc37e68576b3b7719e76aab7d3e757d714ceae73b1017af37f,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000056.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,a75c24b413a1a198479ae1768775b12c718b4651f2770a401f52402a046fc852,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000057.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,c6d702172abbbd1ed1090fe279a2392d8e82ed2f3e1a1dd4c1604e016fcc0eb8,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000058.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,ac801ff21eea4283580e882541dcf4bc9f99485bf10db6e7ce792e25720a65e5,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000059.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,010cfda80938edbf455a7c28616d07989dab2be261cfdfb3639a87f6482a0f42,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000060.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,9c514a40c62579450fbcd4cb2811e24e41bbf7c5b3d419fc57c3bd7a3580a485,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000061.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,69357536fb6dd1a273f8d031897159e7eaf27062e0f863989f8b0c8fa0024487,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000062.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,5751bc19969f9357d0fa1d0c9309f52f33197feba9324028334dd851650e259a,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000063.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,cab6f434df0ff4f15a597bab260c93499c94ebbc4943c3d3f70a6b6b16222f0b,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000064.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,8fdf87931469fd182ec15b3803feb2bcb898eef27cecc6fda52c513a63cd36ca,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000065.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,7f13ec9ff0b664ca724f0f5de8926dcc17c1521b9e5891aec95447792e48066e,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000066.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,8d5d8890e13d20cb5c02d0e7fb539d4a034b737683b4c46f6993dd234f0f25ed,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000067.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,37123f5a07f7b7b7e71272a88fe53d1ba6cd0d37dba81f8e30eeb65818037214,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000068.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,285c8780daf1111447dda41130ca90f1afc8b6ca6b8449ab0107baf2bfb58785,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000069.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,cdfcd89630351b559e9ef3d19df640581e35cdf57630ca94650eff5ba02f52eb,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000070.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,eaa8ada63b33c13c70c8630cde8b9ffa289b1fcba1b814b362de29eaa3905d06,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000071.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,5a8de21e9b204d7f935f0a9ba85a1e90b7d040347d6288ab19959a175be6e2a6,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000072.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,a607ac7d77e532651b25a1c7a8a516d8b86781e48036fb96360e1152a46e4045,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000073.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,28cb2f4005d6022983713ce3789a889a2aab5cdccd97e116a5202846f7e7214d,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000074.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,a4019db58f0eb019e5ac4f1d1e4ae9ec67143cb847d7f319e6990786afccb79d,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000075.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,1ab14fbaf8dbb53492cbf4afdf9b4a1654597ddbacb42fa2012eaed4bce146cd,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000076.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,0a1e272860cb3318af0087133834ec5857d3298c3f86bb7dff407f1f2f4e01e9,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000077.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,9423ba034599e8a40054480cd838d21e7266e40d7cdbe061c665d28648d34f2d,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000078.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,21e89b95f9eb9ab89c60cae9d1ac75f31c908424c06066f085e2162ea6dbba72,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000079.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,7ed4ba327711319c9d2b6cfc8516d686d2fb5b8e3b684635c9eee5f9a717a8bd,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000080.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,6f71e18e919f13ea26473cdab5f40ece506e3843ae74e00b919f3575a48ede5c,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000081.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,61914953c9c6952d0fad7b910cec13e9acd79b9ad68c9a94b41a00c901ea57eb,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000082.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,0857a16bbb83c21231e52a974f980e7c1186d4a6ad8ff3c55c07bbbc6c4f597e,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000083.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,7482f5632840ae8cbe13e3950340becf41004878591bdbc734f9a6e311347b8d,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000084.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,1d02142849fddbe9d79abbb9fab38487182c71fd85b4236552e5eb6ff6b34fa7,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000085.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,7cc79c51e288e4086baa67683bbee9dda2559e81085ea69907c8c722368516a8,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000086.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,232520b4a008650cd603184b9d9fd1b2dd1579211a2179ef27ba614aa577b490,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000087.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,360b90a73b6d30fa0a4725ced49abfe7929306a3dcc3bae0898c3ae3e1fa9666,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000088.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,0fb45422996375de4ec37b6c3a0c0498fb266db05083299ebdf29a3c6dc82d87,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000089.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,2dddb72520a4a7d1f8175ab421b7cff5c5bac74af359770887c5c93ef4688a6a,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000090.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,fa6ed01dca0ad3a36e48c43a05335974daaebeaaa1089b4a4792440ba555db53,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000091.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,171e5f016b386952b0b7cbe6aa12187fc454c1486455b7152e9d7a20411f9645,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
images/dissertation_v1/id/train/id_train_000092.png,0,train,synthetic_faf,id,id,UCL SynthEye synthetic FAF,train,29f6ff72cd7aa23019240028bad12ed81b68bcdb83ef0ad96314c8cc4116e531,,,,,,synthetic_heidelberg,pending_manual_review,syntheye_class=unavailable; synthetic_id_faf
